ID	tweet	Affect Dimension	Intensity Score
2017-En-11600	i can't have a dog in my flat! literally no reason either! sorry potential doggie! #landlords #doglover #sad #angry #rescuedog #dog ; _ ;	anger	0.625
2017-En-10312	@idubbbz @leafyishere i am offended	anger	0.542
2017-En-10605	my husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for sj nhl / ahl hockey.	anger	0.396
2017-En-10792	if my luck the rest of fall goes anything like today,i think i'm going to like this season. #bestdayever #magic #work #snap	anger	0.271
2017-En-10381	don't provoke me after letting me down!	anger	0.521
2017-En-10012	bitches aggravate like what inspires you to be the biggest cunt known to man kind?	anger	0.854
2017-En-11496	i used to think the fire detector going off at my old place when boiling water was bad but this one went off bc of dust and wouldnt turn off	anger	0.646
2017-En-10215	i love my black people... i really really do. but... my people really do irritate the living [Name] outta me all cause i'm different. 😑	anger	0.604
2017-En-10712	a wise man told me that holdin ' a grudge is like \ nletting somebody just live inside of your head rent free	anger	0.354
2017-En-11000	@louiseannexx u fucked my house up i'll always hold a grudge	anger	0.906
2017-En-11020	@alex_philip2648 it's a step up from boiling broccoli tbh	anger	0.292
2017-En-11484	lgbtq media should inform,inspire,entertain & unite our community. it shouldn't give platform 2 those whose goal is 2 offend us 4 attention	anger	0.500
2017-En-10685	@lyskoi anyway,i found a short scale today that was perfect for my purposes. soft on the hands,won't aggravate my ( now-chronic ) tendonitis	anger	0.354
2017-En-11498	fucking [Name]. rush for the damn train also no use. fucking 4min wait. still sweating. #rage #smrtruinslives	anger	0.917
2017-En-10342	@djddueces jojo at 12:30 and not midnight lets rage wryyyyyy	anger	0.542
2017-En-10106	bloods boiling	anger	0.708
2017-En-11547	@mysbananen yes hc and we got them very low. i know how it feels. our damage is low enough as it is never mind having the rng of being enrage	anger	0.479
2017-En-11043	@deadspin @rlblack1rob my guess is [Name] just a convenient target for misplaced anger. what they're really mad at is how they played.	anger	0.521
2017-En-10040	still can't log into my fucking snapchat #snapchat #snap	anger	0.900
2017-En-10325	a little nose irritation and a little more chills on my body. i'm so not into flu,into flu,into flu #fallsongs	anger	0.542
2017-En-10352	@ggreenwald smh,remove ideologically bankrupt and opportunistic establishment now. they're burning all bridges and social contracts.	anger	0.521
2017-En-10763	don't get #bitter get #better	anger	0.312
2017-En-41133	i get embarrassed at the slightest things and then i'll fret about it all day i hate it	anger	0.438
2017-En-10717	my little sister sure can hold a grudge 😂 😂 😂	anger	0.333
2017-En-10317	@jwolfie_ why you [Name] use the dark skin emoji #offended	anger	0.525
2017-En-11089	this is a joke @somersetccc	anger	0.312
2017-En-11461	@felisariel your stomach growl woke you up,huh?	anger	0.292
2017-En-11651	maps by the yeah yeah yeahs came on the radio today and i almost burst into tears	anger	0.292
2017-En-10487	like i can't do 12 hours worth of standing or calorie burning in 3 hours 😭 😭 😭 #1stworldprobs4vs	anger	0.458
2017-En-10639	schneiderlin taking their revenge for the 2 fouls	anger	0.396
2017-En-11585	@cameronnewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in north carolina #injustice #speakout	anger	0.500
2017-En-11159	icq is just making me mad!!! 😤 #icq	anger	0.729
2017-En-10870	sorry guys i have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. #fuming	anger	0.417
2017-En-10429	@realdonaldtrump: no sense in taking out your wrath on innocent people because you think police shot an innocent man. #makeamericasafeagain	anger	0.479
2017-En-10453	get to work and there's a fire drill. #fire #outthere #inthedark	anger	0.479
2017-En-10759	the best revenge is massive success.	anger	0.312
2017-En-11503	people are #hurt and #angry and it's hard to know what to do with that #anger remember,at the end of the day,we're all #humans #bekind	anger	0.250
2017-En-10898	realest ever,relentless ever,inevitable that i win.	anger	0.415
2017-En-10461	@chronavt ummm,the blog says ' with [Name] [Name] faking 7th '... i'll expect an investigation forthwith. this is an	anger	0.479
2017-En-10064	boycotting @dunkindonuts till butter pecan comes back. i am furious	anger	0.750
2017-En-11499	fucking [Name]. rush for the damn train also no use. fucking 4min wait. still sweating. #smrtruinslives	anger	0.771
2017-En-10992	the war is right outside your door #rage #usatoday	anger	0.500
2017-En-10910	having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster	anger	0.375
2017-En-10761	[Name] might lose a coach tomorrow or by midnight. #yikes?	anger	0.312
2017-En-11521	undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman: whyanewg	anger	0.375
2017-En-11053	@joeshennan meanwhile @joshuamurraybm and i are getting a 7.40 am train. i hope you really,really enjoy that hotel,shennan. #fuming	anger	0.583
2017-En-10644	time wounds all heels. \ n \ n #drunkjesus #rt #lol #wisdom #quote #comedy #self #revenge #hate #time #funny #politics #trump #potus2016	anger	0.375
2017-En-10241	@jasonmillerindc @realdonaldtrump prudence suggests that a 8 + % bump over 2-3 weeks should be viewed with skepticism. media / hrc axis #angry	anger	0.583
2017-En-11190	note to self ~ stop laughing at things that offend you,it's ok to get mad at people \ n #notetoself #mad #upset	anger	0.417
2017-En-10404	do not despise the lord ’ s #discipline,do not #resent their rebuke,because the #lord disciplines those they loves... #proverbs 3:11- 12	anger	0.500
2017-En-10770	#firsttweetever sippin #hotchocolate wondering #why i finally gave in <3 haha #hellloooootwitter -... its because #facebookisforfamily	anger	0.292
2017-En-40635	@_mrs_peel @lp_lisa @paulrgoulden @lisaluscious might be the pout of a star baker tho!	anger	0.500
2017-En-11201	@digger_forum [Name] also mostly ( except for the synthetic testosterone bits ) male,you raging sexist!	anger	0.646
2017-En-11294	@pedimghhms3 sickle cell if right pt background. or could be jia or an allergic reaction to a bite e. g. bee [Name] among others.	anger	0.292
2017-En-11635	this makes things easier and compact and less fiery or burdened by the weight of sexuality. one releases in the transmutation	anger	0.198
2017-En-11690	i am their fury. i am their patience. i am a conversation. 💙 ❤ ️ ✨	anger	0.312
2017-En-11145	pro tip: go back to work when your kid reaches 20 mos old. stay home any longer,and you'll be absolutely miserable with the #tantrums.	anger	0.542
2017-En-10962	[Name] bmth canceled melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad	anger	0.562
2017-En-10493	i just don't understand why [Name] is so #angry we all just want to live and thrive don't we?	anger	0.458
2017-En-11422	@mofspades or maybe [Name] like my dad and no hair grows on their body... ( i will always resent my [Name] genes for taking this from me )	anger	0.438
2017-En-10003	so ef whichever butt wipe pulled the fire alarm in davis bc i was sound asleep #pissed #angry #upset #tired #sad #tired #hangry # # #	anger	0.896
2017-En-11384	this uber driver tried it with me & he'll feel my wrath	anger	0.729
2017-En-10698	i need a 🍱 sushi date 🍙 @anzalduag 🍝 an olive guarded date 🧀 @lexiereid369 and a 👊 🏼 rockys date 🍕 #tiff	anger	0.354
2017-En-41222	@scottcarmichae1 @murican_stuff don't fret - - this guy is mad because when @realdonaldtrump is elected they might have to get a real job	anger	0.583
2017-En-11643	professor: introduce yourselves and say one interesting fact \ n \ nhi i'm [Name] and the sun will engulf our planet in a fiery explosion one day	anger	0.438
2017-En-10875	@trusselise [Name] must be fuming.. lol	anger	0.500
2017-En-10135	@dcexaminer democrats and their voters have zero tolerance for honesty. they associate honesty with anger and hate.	anger	0.667
2017-En-10400	this provocation sets off a curiosity. an entity is feeding fuel to the fire. speaking quatrains. hmmm america needs to be vigilant now	anger	0.500
2017-En-10431	@johnkerry can be as indignant as they wants but the world knows [Name] will do nothing and [Name] will just do what they wants #aleppo #syria	anger	0.479
2017-En-11223	@alliex both,scrap * ll the rage instead	anger	0.583
2017-En-10762	well,the lines for sweden's goals sure [Name].	anger	0.312
2017-En-10488	before revenge you feel good after revenge you feel worse 💯 @hillaryclinton	anger	0.458
2017-En-11568	probably gonna end up seriously poorly at some point soon,so tired,and go from freezing to boiling in the space of seconds	anger	0.625
2017-En-11220	@rawhidevelvet no offense,but isn't it a little late to be getting a radio broadcast degree? isn't that going to be over in a decade or 2?	anger	0.325
2017-En-11597	@uncle_brown22 yeah dude! appreciate the #support! #notorious on abc,peep it! #grateful	anger	0.208
2017-En-11247	someone throw a snap dance party for [Name]. rest up big homie 🙏 🏾	anger	0.375
2017-En-10721	when anger rises,think of the consequences. #quote #wisdom	anger	0.333
2017-En-10083	just paid for chicken at @panerabread and didn't even get any 😑 😑 😑 there goes 4 dollars and me as a customer #angry	anger	0.729
2017-En-10014	fuking fuming 😤	anger	0.854
2017-En-11557	[Name] is raging	anger	0.625
2017-En-11285	@elitheprophet_ @chrismellini this is an automatic l for me but ima keep trying fam #thewengerway	anger	0.438
2017-En-10442	@a_mxe7 hah don't speak to me or my cousin like that,mind a had the displeasure of seeing u bare faced on eh train,no a pretty sight mate	anger	0.479
2017-En-41180	( whisper ) i cannot frown.	anger	0.333
2017-En-10626	if ydu yell ' fire ' in a crowded theater you will burst into flames. it's a cool trick,bu: only once.	anger	0.396
2017-En-10546	@westonkoury so leafy can roast the [Name] go kid but not you what an outrage that just means that they is more relevant than y-i mean kisses	anger	0.491
2017-En-10808	sometimes the best motivations come from ' proving them wrong ' #energy #motivationalquotes	anger	0.250
2017-En-10019	i'm about to block [Name] everywhere posting about the storm. i think [Name] is aware of the damn rain and what not so quit. #damn	anger	0.812
2017-En-10560	did we miss the fact that #burkeramsey swung & hit their sister #jonbenet in the face with a golf club previously out of a fit of?	anger	0.417
2017-En-10785	@_inferno217_ @paladinsgame ummm that dragons fury though..	anger	0.271
2017-En-11529	now that the n word is normalized by the media? just wow. no words for this. no. words. for. this. frog been boiling in the pot via media.	anger	0.509
2017-En-11205	2 biggest fears: incurable std's and pregnancy... i mean,they're basically the same thing anyway #forlife #annoying #irritation #weirdsmells	anger	0.583
2017-En-11392	@ee your website is making me feel violent rage and your upgrade options aren't helping either. #aaaaarrrrgghhh #iwanttocancel #rage	anger	0.737
2017-En-11657	can we get a shot of [Name] face at 1/4 time? pretty sure it would be more red then their hair #fuming #pretendinghesok #ruok #aflcatsswans	anger	0.604
2017-En-10486	@beargrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?	anger	0.458
2017-En-11550	@talktalkcare how on earth can i send an email to you? very annoyed customer!!!	anger	0.708
2017-En-11286	@elitheprophet_ @chrismellini this is an automatic l for me but ima keep trying fam #relentless #thewengerway	anger	0.267
2017-En-10924	anger,resentment,and hatred are the destroyer of your fortune today.	anger	0.396
